registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,GDPmil,GDPrank,Income Group OECD,Region,Land Area
2648,Romania,Serbia and Montenegro,4/18/05,6/4/05,48,4,7000,,Heavy Rain,,,extreme,58909.96,6.752459961,21.2129,45.6965,199044,54,Upper middle income,Europe & Central Asia,238390
2647,Tanzania,,4/16/05,4/18/05,3,1,300,,Heavy Rain,,,large,507.011,3.182138637,39.2955,-6.12967,48057,86,Low income,Sub-Saharan Africa,947300
2646,Colombia,,4/11/05,4/14/05,4,11,0,,Heavy Rain,,,large,34532.06,5.140282478,-74.3223,6.35323,377740,32,Upper middle income,Latin America & Caribbean,1141749
2645,United States,,4/1/05,4/6/05,6,2,11000,30000000,Heavy Rain,,,extreme,130491.54,6.194763603,-74.7348,42.219,17419000,1,High income: OECD,North America,9831510
2644,Afghanistan,,3/29/05,3/30/05,2,6,0,,Heavy Rain,,,large,1437.55,3.458652955,68.4509,33.5306,20038,108,Low income,South Asia,652860
2643,New Zealand,,3/25/05,3/26/05,2,0,0,50000,Heavy Rain,,,large,2455.69,3.691203537,173,-41.3731,199970,53,High income: OECD,East Asia & Pacific,267710
2642,Madagascar,,3/24/05,3/26/05,3,0,900,,Heavy Rain,,,large,150.551,2.654804899,46.9769,-25.0057,10593,138,Low income,Sub-Saharan Africa,587295
2641,Pakistan,,3/20/05,3/24/05,5,20,3500,,Heavy Rain,,,large,75648.02,5.57776757,68.3724,29.5182,243632,44,Lower middle income,South Asia,796100
2640,Poland,Romania,3/17/05,4/8/05,23,4,1000,,Snow/Ice Melt,,,large,673469.24,7.190045601,21.6586,50.5111,544967,23,High income: OECD,Europe & Central Asia,312680
2639,Afghanistan,,3/15/05,3/18/05,4,2,0,,Heavy Rain,,,large,89539.22,5.554073298,66.1149,36.4835,20038,108,Low income,South Asia,652860
2638,Zambia,,3/1/05,4/1/05,32,0,300,,Heavy Rain,,,large,122632.43,6.593755312,31.1146,-10.5871,27066,103,Lower middle income,Sub-Saharan Africa,752610
2637,Iraq,,3/13/05,3/25/05,13,0,0,,Heavy Rain,,,large,260716.36,6.530111636,46.294,32.9589,223508,47,Upper middle income,Middle East & North Africa,435240
2636,China,Kazahkstan,3/11/05,3/22/05,12,1,3000,,Heavy Rain,,,large,220943.44,6.423462358,78.8332,44.8319,10354832,2,Upper middle income,East Asia & Pacific,9562911
2635,Iran,,3/11/05,3/12/05,2,3,3000,,Heavy Rain,,,large,23040.13,4.663514921,48.8491,33.7656,425326,28,Upper middle income,Middle East & North Africa,1745150
2634,Algeria,,3/6/05,3/9/05,4,3,0,,Heavy Rain,,,large,436815.44,6.242357972,3.95344,24.212,213518,49,Upper middle income,Middle East & North Africa,2381740
2633,Madagascar,,3/2/05,3/15/05,14,25,8300,,Heavy Rain,,,large,16367.39,5.360107467,48.2834,-17.7598,10593,138,Low income,Sub-Saharan Africa,587295
2632,Afghanistan,,3/5/05,4/5/05,32,26,5000,,Heavy Rain,,,large,275339.78,6.945018939,61.8546,30.7384,20038,108,Low income,South Asia,652860
2631,Pakistan,,3/2/05,3/8/05,7,15,5000,,Heavy Rain,,,large,104031.03,5.862260938,66.9303,30.7184,243632,44,Lower middle income,South Asia,796100
2630,Saudi Arabia,Oman,3/1/05,3/23/05,23,7,700,,Heavy Rain,,,large,488992.8,7.051030301,48.568,24.3928,746249,19,High income: nonOECD,Middle East & North Africa,2149690
2629,Kazahkstan,Uzbekistan,2/24/05,3/23/05,28,0,30000,4600000,Dam Failure,,,large,135417.73,6.578833561,66.9818,43.5954,217872,48,Upper middle income,Europe & Central Asia,2724902
2628,Bolivia,,2/19/05,2/22/05,4,0,0,,Heavy Rain,,,large,10544.88,4.625101633,-62.8697,-17.634,32996,98,Lower middle income,Latin America & Caribbean,1098580
2627,Indonesia,,2/19/05,2/25/05,7,0,50000,,Heavy Rain,,,large,892.05,3.795487238,107.603,-6.95896,888538,16,Lower middle income,East Asia & Pacific,1910930
2626,Greece,Bulgaria,2/17/05,3/24/05,36,0,300,,Heavy Rain,,,extreme,7609.48,5.738687476,26.4187,41.4282,235574,45,High income: OECD,Europe & Central Asia,131960
2625,Colombia,Venezuela,2/11/05,2/26/05,16,95,70000,,Heavy Rain,,,large,43716.57,5.844766063,-72.9646,7.58834,377740,32,Upper middle income,Latin America & Caribbean,1141749
2624,Pakistan,,2/9/05,2/16/05,8,300,40000,,Heavy Rain,,,large,123212.59,5.993745074,64.3806,26.1547,243632,44,Lower middle income,South Asia,796100
2623,Venezuela,,2/7/05,2/14/05,8,19,26000,52000000,Heavy Rain,,,large,11963.02,4.980930816,-68.4074,10.7731,381286,31,High income: nonOECD,Latin America & Caribbean,912050
2622,Australia,,2/3/05,2/7/05,5,0,0,200000000,Heavy Rain,,,large,35239.65,5.246001591,145.578,-38.1976,1454675,12,High income: OECD,East Asia & Pacific,7741220
2621,Brazil,,2/1/05,2/11/05,11,9,9000,,Heavy Rain,,,large,56393.19,5.792619347,-45.999,-16.3459,2346076,7,Upper middle income,Latin America & Caribbean,8515770
2620,Angola,,1/27/05,3/28/05,61,0,10000,,Heavy Rain,,,large,118198.38,6.857941359,17.1667,-10.734,138357,58,Upper middle income,Sub-Saharan Africa,1246700
2619,Madagascar,,1/23/05,2/2/05,11,17,8000,,Hurricane/Tropical Storm,,,large,6747.27,4.870520774,44.5669,-25.0483,10593,138,Low income,Sub-Saharan Africa,587295
2618,Brazil,,1/29/05,1/31/05,3,10,0,,Heavy Rain,,,large,127862.24,5.583863563,-49.3471,-22.1329,2346076,7,Upper middle income,Latin America & Caribbean,8515770
2617,Mozambique,,1/25/05,2/9/05,16,0,0,,Heavy Rain,,,large,24295.58,5.589647254,35.7074,-18.154,15938,118,Low income,Sub-Saharan Africa,799380
2616,Australia,,1/26/05,1/28/05,3,0,0,,Heavy Rain,,,extreme,1121.74,3.828043457,144.201,-38.0823,1454675,12,High income: OECD,East Asia & Pacific,7741220
2615,Australia,,1/23/05,1/28/05,6,2,0,,Monsoon,,,large,618243.19,6.569310592,143.4,-21.4038,1454675,12,High income: OECD,East Asia & Pacific,7741220
2614,Saudi Arabia,,1/22/05,1/27/05,6,29,50,,Heavy Rain,,,large,22757.65,5.135278664,40.6202,24.7876,746249,19,High income: nonOECD,Middle East & North Africa,2149690
2613,Guyana,,1/15/05,2/25/05,42,31,375000,500000000,Heavy Rain,,,extreme,2339.48,5.293398623,-58.0383,6.60784,3097,163,Lower middle income,Latin America & Caribbean,214970
2612,Indonesia,,1/11/05,2/10/05,31,9,0,14200000,Heavy Rain,,,large,78150.97,6.384296067,104.432,-3.90354,888538,16,Lower middle income,East Asia & Pacific,1910930
2611,Costa Rica,Panama,1/11/05,1/18/05,8,4,15000,25000000,Heavy Rain,,,large,7580.22,4.782771797,-83.129,9.8763,49553,82,Upper middle income,Latin America & Caribbean,51100
2610,United States,,1/10/05,1/13/05,4,1,850,,Heavy Rain,,,extreme,71018.19,5.754459586,-113.736,37.2699,17419000,1,High income: OECD,North America,9831510
2609,United Kingdom,,1/8/05,1/10/05,3,3,3000,,Heavy Rain,,,extreme,4747.18,4.45458695,-2.72643,55.1831,2988893,5,High income: OECD,Europe & Central Asia,243610
2608,United States,,1/8/05,1/11/05,4,4,500,,Heavy Rain,,,large,11751.45,4.672151448,-118.094,34.0959,17419000,1,High income: OECD,North America,9831510
2607,New Zealand,,1/7/05,1/10/05,4,0,0,,Heavy Rain,,,large,1559.24,3.794972959,174.975,-40.9561,199970,53,High income: OECD,East Asia & Pacific,267710
2606,United States,,1/5/05,2/1/05,28,3,4000,,Heavy Rain,,,extreme,285908.88,7.204415671,-85.3524,38.2106,17419000,1,High income: OECD,North America,9831510
2605,Italy,,12/25/04,12/28/04,4,0,0,5200000,Heavy Rain,,,large,215.291,2.935085866,14.6179,40.776,2141161,8,High income: OECD,Europe & Central Asia,301340
2604,Thailand,,12/26/04,12/29/04,4,160000,5000000,2000000000,Storm/Tidal Surge,,,extreme,55444.5,5.646948458,98.8838,8.18351,404824,29,Upper middle income,East Asia & Pacific,513120
2603,South Africa,,12/22/04,12/24/04,3,0,0,,Heavy Rain,,,large,44767.86,5.128087589,21.974,-33.62,350085,33,Upper middle income,Sub-Saharan Africa,1219090
2602,Angola,,12/18/04,12/19/04,2,1,2000,,Heavy Rain,,,large,2662.82,3.726371806,14.649,-9.68549,138357,58,Upper middle income,Sub-Saharan Africa,1246700
2601,Sri Lanka,,12/11/04,12/23/04,13,6,200000,,Monsoon,,,large,23455.77,5.484193047,81.3147,7.93818,78824,66,Lower middle income,South Asia,65610
2600,Malaysia,Thailand,12/10/04,12/18/04,9,15,20000,,Monsoon,,,extreme,43430.02,5.893062534,101.592,6.27156,338104,35,Upper middle income,East Asia & Pacific,330800
2599,Iran,,12/9/04,1/1/05,24,54,4000,,Heavy Rain,,,large,436702.62,7.020397039,51.7011,28.4261,425326,28,Upper middle income,Middle East & North Africa,1745150
2598,Australia,,12/8/04,12/22/04,15,3,150,,Heavy Rain,,,large,80551.76,6.082166293,150.13,-29.1368,1454675,12,High income: OECD,East Asia & Pacific,7741220
2597,United States,,12/7/04,12/20/04,14,0,0,,Heavy Rain,,,large,263934.24,6.56762377,-89.5703,33.963,17419000,1,High income: OECD,North America,9831510
2596,Argentina,,12/6/04,12/10/04,5,0,5000,,Heavy Rain,,,large,3232.17,4.208464199,-60.666,-27.1808,537660,24,High income: nonOECD,Latin America & Caribbean,2780400
2595,Russia,,12/3/04,12/7/04,5,0,150,,Snow/Ice Melt,,,large,4281.58,4.330574067,40.8956,44.5206,1860598,10,High income: nonOECD,Europe & Central Asia,17098250
2594,Albania,,12/4/04,12/8/04,5,0,0,173000,Heavy Rain,,,large,426.448,3.328836086,19.5485,42.04,13212,127,Upper middle income,Europe & Central Asia,28750
2593,Indonesia,,12/2/04,12/6/04,5,15,20000,2540000,Heavy Rain,,,extreme,3782.68,4.577799603,112.175,-8.04448,888538,16,Lower middle income,East Asia & Pacific,1910930
2592,Philippines,,11/29/04,12/22/04,24,939,432000,75000000,Heavy Rain,,,large,39971.51,5.981961797,121.243,15.1788,284777,40,Lower middle income,East Asia & Pacific,300000
2591,Vietnam,,11/26/04,11/30/04,5,56,500000,23000000,Heavy Rain,,,large,23734.89,5.074357228,107.437,16.1973,186205,55,Lower middle income,East Asia & Pacific,330972
2590,Panama,,11/23/04,11/26/04,4,0,6500,,Heavy Rain,,,extreme,5108.2,4.61135788,-77.8578,8.43937,46213,88,Upper middle income,Latin America & Caribbean,75420
2589,Philippines,,11/23/04,11/28/04,6,26,8000,,Hurricane/Tropical Storm,,,large,21572.62,5.112054144,121.706,16.3889,284777,40,Lower middle income,East Asia & Pacific,300000
2588,Venezuela,,11/20/04,11/27/04,8,0,0,,Heavy Rain,,,large,7328.19,4.768086708,-72.3649,8.91445,381286,31,High income: nonOECD,Latin America & Caribbean,912050
2587,Philippines,,11/19/04,11/29/04,11,61,35000,6000000,Hurricane/Tropical Storm,,,large,14671.98,5.207881411,123.387,13.4313,284777,40,Lower middle income,East Asia & Pacific,300000
2586,Paraguay,Argentina,11/7/04,12/15/04,39,0,0,,Heavy Rain,,,large,127493.44,6.696552446,-57.5059,-26.5435,30881,101,Upper middle income,Latin America & Caribbean,406752
2585,Venezuela,,11/17/04,11/25/04,9,11,0,,Heavy Rain,,,large,13177.33,5.074069932,-68.866,10.881,381286,31,High income: nonOECD,Latin America & Caribbean,912050
2584,United States,,11/15/04,11/29/04,15,3,600,,Heavy Rain,,,large,107063.04,6.20573083,-97.4818,29.9969,17419000,1,High income: OECD,North America,9831510
2583,Uganda,,11/8/04,11/10/04,3,0,10000,,Heavy Rain,,,large,299.295,2.953220716,31.4996,2.46938,26998,104,Low income,Sub-Saharan Africa,241550
2582,Australia,,11/6/04,11/10/04,5,2,0,1000000,Heavy Rain,,,large,10515.15,4.720785477,153.055,-27.293,1454675,12,High income: OECD,East Asia & Pacific,7741220
2581,Guatemala,,11/6/04,11/11/04,6,1,650,,Heavy Rain,,,large,13464.18,4.907331159,-89.3114,15.5327,58827,76,Lower middle income,Latin America & Caribbean,108890
2580,Indonesia,,11/3/04,11/4/04,2,1,150,,Heavy Rain,,,large,230.99,2.664623175,101.398,-2.0431,888538,16,Lower middle income,East Asia & Pacific,1910930
2579,Ireland,,10/27/04,10/31/04,5,0,200,,Heavy Rain,,,extreme,6532.21,4.815060138,-7.82118,52.1548,250814,43,High income: OECD,Europe & Central Asia,70280
2578,Somalia,,10/26/04,11/27/04,33,0,1000,,Heavy Rain,,,large,52232.64,6.236455917,44.9301,3.03699,5707,150,Low income,Sub-Saharan Africa,637660
2577,Central African Republic,,10/24/04,11/2/04,10,1,1410,,Heavy Rain,,,large,1515.96,4.180687742,18.5304,4.40871,1723,171,Low income,Sub-Saharan Africa,622980
2576,Togo,,10/7/04,11/4/04,29,0,300,,Heavy Rain,,,extreme,110.21,3.805648996,1.22378,6.1482,4518,158,Low income,Sub-Saharan Africa,56790
2575,Taiwan,,10/25/04,10/27/04,3,7,0,,Hurricane/Tropical Storm,,,large,2490.36,3.873383387,121.607,24.9787,,,,,
2574,Colombia,,10/11/04,11/30/04,51,30,300000,,Heavy Rain,,,large,159581.94,6.910553916,-73.785,9.15024,377740,32,Upper middle income,Latin America & Caribbean,1141749
2573,Uganda,,10/18/04,10/20/04,3,0,1500,,Heavy Rain,,,large,1127.99,3.529426504,30.15,0.312954,26998,104,Low income,Sub-Saharan Africa,241550
2572,Japan,,10/20/04,10/24/04,5,83,42000,,Hurricane/Tropical Storm,,,large,31214.58,5.1933275,135.516,35.0456,4601461,3,High income: OECD,East Asia & Pacific,377962
2571,Australia,,10/19/04,10/22/04,4,0,100,5500000,Heavy Rain,,,large,1824.12,3.863113396,152.897,-30.376,1454675,12,High income: OECD,East Asia & Pacific,7741220
2570,India,Bangladesh,10/7/04,10/18/04,12,210,100000,,Heavy Rain,,,large,161739.65,6.287997745,89.4002,24.6862,2048517,9,Lower middle income,South Asia,3287260
2569,Japan,,9/26/04,9/30/04,5,19,10000,,Hurricane/Tropical Storm,,,large,3022.27,4.179303265,136.368,34.3146,4601461,3,High income: OECD,East Asia & Pacific,377962
2568,Indonesia,,9/26/04,10/3/04,8,0,3000,,Heavy Rain,,,large,5575.89,4.649404184,95.9621,4.36347,888538,16,Lower middle income,East Asia & Pacific,1910930
2567,Panama,,9/17/04,9/19/04,3,13,11700,,Heavy Rain,,,large,81.7624,2.389674886,-79.5161,9.01103,46213,88,Upper middle income,Latin America & Caribbean,75420
2566,Haiti,,9/15/04,10/1/04,17,3006,280000,,Hurricane/Tropical Storm,,,large,109541.01,6.270025662,-81.9664,28.8006,8713,142,Low income,Latin America & Caribbean,27750
2565,United States,,9/15/04,9/19/04,5,1,0,12000000,Heavy Rain,,,large,15942.11,4.901515806,-92.8998,43.3726,17419000,1,High income: OECD,North America,9831510
2564,North Korea,South Korea,9/11/04,9/13/04,3,0,0,,Heavy Rain,,,large,19689.71,4.771360574,125.899,38.4896,  ,0,Low income,East Asia & Pacific,120540
2563,Taiwan,,9/11/04,9/14/04,4,9,0,,Hurricane/Tropical Storm,,,large,10780.74,4.634708564,121.186,24.4896,,,,,
2562,Cuba,United States,9/8/04,9/21/04,14,100,20000,,Hurricane/Tropical Storm,,,extreme,363510.71,7.007675242,-83.2347,34.6172,77150,67,Upper middle income,Latin America & Caribbean,109880
2561,Spain,,9/7/04,9/8/04,2,3,0,,Heavy Rain,,,large,38945.07,4.891482484,-0.007742,41.3502,1381342,14,High income: OECD,Europe & Central Asia,505940
2560,United States,Bahamas,9/5/04,9/14/04,10,16,300,,Hurricane/Tropical Storm,,,large,308986.37,6.489939322,-81.4393,27.6084,17419000,1,High income: OECD,North America,9831510
2559,China,,9/3/04,9/9/04,7,196,500000,470000000,Heavy Rain,,,extreme,72283.7,6.00516841,108.196,30.5736,10354832,2,Upper middle income,East Asia & Pacific,9562911
2558,Russia,,8/31/04,9/1/04,2,0,500,,Heavy Rain,,,large,831.468,3.220875535,40.7769,44.4962,1860598,10,High income: nonOECD,Europe & Central Asia,17098250
2557,United States,,8/30/04,9/1/04,3,7,0,62000000,Hurricane/Tropical Storm,,,large,10713.94,4.507070465,-77.6284,37.3684,17419000,1,High income: OECD,North America,9831510
2556,Japan,,8/30/04,8/31/04,2,13,5900,124000000,Hurricane/Tropical Storm,,,large,42655.12,4.931001164,132.606,34.7127,4601461,3,High income: OECD,East Asia & Pacific,377962
2555,Vietnam,Cambodia,8/24/04,10/21/04,59,34,30000,,Monsoon,,,large,47461.89,6.44719704,105.824,10.3179,186205,55,Lower middle income,East Asia & Pacific,330972
2554,Philippines,Taiwan,8/24/04,9/12/04,20,67,1058849,23500000,Hurricane/Tropical Storm,,,extreme,38781.5,6.190684594,120.754,15.5474,284777,40,Lower middle income,East Asia & Pacific,300000
2553,Nigeria,,8/21/04,8/23/04,3,25,3000,,Heavy Rain,,,large,20780.32,4.794773486,11.1989,10.4041,568508,22,Lower middle income,Sub-Saharan Africa,923770
2552,Turkey,,8/16/04,8/17/04,2,2,100,,Heavy Rain,,,large,16748.57,4.525007728,32.0379,41.2272,798429,18,Upper middle income,Europe & Central Asia,783560
2551,Japan,South Korea,8/16/04,8/19/04,4,15,2400,5000,Hurricane/Tropical Storm,,,large,16535.64,4.820481,133.488,33.8068,4601461,3,High income: OECD,East Asia & Pacific,377962
2550,United States,,8/15/04,8/16/04,2,2,0,,Heavy Rain,,,large,582.05,3.065990289,-116.759,36.3928,17419000,1,High income: OECD,North America,9831510
2549,United Kingdom,,8/16/04,8/17/04,2,0,150,1000000000,Heavy Rain,,,extreme,140.962,2.751162044,-4.67383,50.68,2988893,5,High income: OECD,Europe & Central Asia,243610
2548,Canada,,8/13/04,8/15/04,3,1,0,,Heavy Rain,,,large,1448.63,3.63807873,-68.2422,47.3018,1785387,11,High income: OECD,North America,9984670
2547,China,,8/12/04,8/15/04,4,164,30000,2200000000,Hurricane/Tropical Storm,,,large,16657.32,4.82366512,120.833,28.418,10354832,2,Upper middle income,East Asia & Pacific,9562911
2546,Nigeria,,8/8/04,8/12/04,5,65,2500,,Heavy Rain,,,large,5488.44,4.438418925,12.7303,10.0552,568508,22,Lower middle income,Sub-Saharan Africa,923770
2545,Nigeria,,8/8/04,8/10/04,3,0,15000,,Heavy Rain,,,large,517.871,3.191342847,6.00639,5.5144,568508,22,Lower middle income,Sub-Saharan Africa,923770
2544,South Africa,,8/7/04,8/9/04,3,0,15000,,Heavy Rain,,,large,199.004,2.775983061,18.5736,-34.0107,350085,33,Upper middle income,Sub-Saharan Africa,1219090
2543,Thailand,,8/6/04,10/3/04,59,11,60000,,Monsoon,,,extreme,378045.12,7.649425644,103.073,15.3973,404824,29,Upper middle income,East Asia & Pacific,513120
2542,Saudi Arabia,,8/3/04,8/4/04,2,8,0,,Heavy Rain,,,extreme,4070.77,4.211736557,42.4899,17.3866,746249,19,High income: nonOECD,Middle East & North Africa,2149690
2541,India,Pakistan,8/1/04,9/8/04,39,210,100000,,Monsoon,,,large,638379.86,7.396143784,73.7641,21.0247,2048517,9,Lower middle income,South Asia,3287260
2540,China,,8/2/04,8/3/04,2,8,0,,Heavy Rain,,,large,19410.64,4.589069851,107.649,41.176,10354832,2,Upper middle income,East Asia & Pacific,9562911
2539,Philippines,,7/31/04,8/13/04,14,0,80000,,Heavy Rain,,,large,2439.38,4.533407494,124.577,7.02107,284777,40,Lower middle income,East Asia & Pacific,300000
2538,Japan,,8/1/04,8/2/04,2,1,0,,Heavy Rain,,,large,13375.18,4.427329631,133.5,33.6343,4601461,3,High income: OECD,East Asia & Pacific,377962
2537,United States,,7/29/04,7/30/04,2,0,60,5800000,Heavy Rain,,,extreme,274.971,3.041346884,-82.3471,34.7498,17419000,1,High income: OECD,North America,9831510
2536,Thailand,,7/27/04,8/2/04,7,3,0,,Heavy Rain,,,large,17191.92,5.080422422,103.937,15.848,404824,29,Upper middle income,East Asia & Pacific,513120
2535,United States,,7/28/04,7/31/04,4,3,0,17000000,Heavy Rain,,,extreme,21194.51,5.229313367,-97.13,32.6528,17419000,1,High income: OECD,North America,9831510
2534,Slovakia,Poland,7/27/04,8/10/04,15,2,1175,,Heavy Rain,,,extreme,16222.47,5.687238234,21.158,48.9664,,,,,
2533,China,,7/12/04,7/30/04,19,11,0,,Heavy Rain,,,large,106552.73,6.306318182,123.994,42.9703,10354832,2,Upper middle income,East Asia & Pacific,9562911
2532,Romania,,7/28/04,8/2/04,6,8,2000,40000000,Heavy Rain,,,extreme,17939.35,5.332987949,26.5286,46.3703,199044,54,Upper middle income,Europe & Central Asia,238390
2531,Azerbaijan,,7/22/04,7/30/04,9,4,0,,Heavy Rain,,,large,17243.62,5.190870953,46.653,40.7764,75198,69,Upper middle income,Europe & Central Asia,86600
2530,Vietnam,,7/18/04,7/28/04,11,36,0,8300000,Heavy Rain,,,large,12017.51,5.121207177,105.869,22.5609,186205,55,Lower middle income,East Asia & Pacific,330972
2529,Georgia,,7/15/04,7/20/04,6,1,0,,Heavy Rain,,,large,2163.87,4.113382416,42.6406,42.9478,16530,117,Lower middle income,Europe & Central Asia,69700
2528,New Zealand,,7/18/04,7/29/04,12,2,2850,45000000,Heavy Rain,,,extreme,6966.13,5.223202817,176.898,-38.3926,199970,53,High income: OECD,East Asia & Pacific,267710
2527,China,,7/17/04,7/30/04,14,2,135000,51200000,Heavy Rain,,,extreme,86023.99,6.381777614,110.829,27.8758,10354832,2,Upper middle income,East Asia & Pacific,9562911
2526,Afghanistan,,7/16/04,7/19/04,4,16,300,,Monsoon,,,large,78938.76,5.499350291,69.2846,36.4862,20038,108,Low income,South Asia,652860
2525,China,,7/16/04,7/30/04,15,0,150000,,Heavy Rain,,,large,52796.91,5.898699765,114.77,33.4219,10354832,2,Upper middle income,East Asia & Pacific,9562911
2524,South Korea,North Korea,7/15/04,7/25/04,11,34,160000,,Monsoon,,,large,102889.49,6.0537637,127.262,36.715,1410383,13,High income: OECD,East Asia & Pacific,100266
2523,Canada,,7/15/04,7/17/04,3,0,250,40000000,Heavy Rain,,,extreme,509.144,3.484991881,-78.3305,44.3085,1785387,11,High income: OECD,North America,9984670
2522,China,,7/14/04,7/27/04,14,24,82000,,Heavy Rain,,,large,156995.58,6.342015461,110.433,24.0014,10354832,2,Upper middle income,East Asia & Pacific,9562911
2521,Japan,,7/13/04,7/18/04,6,18,5800,,Heavy Rain,,,large,25357.78,5.18226248,139.188,37.6258,4601461,3,High income: OECD,East Asia & Pacific,377962
2520,United States,,7/12/04,7/15/04,4,0,500,30000000,Heavy Rain,,,extreme,2441.81,4.290801855,-74.6219,39.7967,17419000,1,High income: OECD,North America,9831510
2519,Nepal,Bhutan,7/5/04,8/11/04,38,185,100000,,Monsoon,,,large,65222.23,6.39417924,86.2525,27.0864,19770,109,Low income,South Asia,147180
2518,China,,7/4/04,7/23/04,20,35,26000,,Heavy Rain,,,large,44796.52,5.952274273,98.8899,26.1245,10354832,2,Upper middle income,East Asia & Pacific,9562911
2517,Chile,,6/30/04,7/1/04,2,3,9000,,Heavy Rain,,,large,4606.95,3.964443494,-72.7137,-39.6445,258062,42,High income: OECD,Latin America & Caribbean,756096
2516,Philippines,Taiwan,6/29/04,7/13/04,15,54,385000,60000000,Hurricane/Tropical Storm,,,extreme,84821.82,6.405628841,121.41,17.5033,284777,40,Lower middle income,East Asia & Pacific,300000
2515,China,,6/28/04,6/30/04,3,15,0,,Heavy Rain,,,large,14994.27,4.653046582,104.834,28.8637,10354832,2,Upper middle income,East Asia & Pacific,9562911
2514,Philippines,,6/28/04,6/30/04,3,5,1200,,Heavy Rain,,,large,2079.62,3.79510524,124.576,7.37715,284777,40,Lower middle income,East Asia & Pacific,300000
2513,Guam,,6/27/04,6/28/04,2,4,500,,Hurricane/Tropical Storm,,,large,646.886,3.111857748,144.722,13.4405,  ,0,High income: nonOECD,East Asia & Pacific,540
2512,Russia,,6/26/04,7/1/04,6,0,500,6900000,Heavy Rain,,,large,18008.27,5.033623244,41.045,44.5712,1860598,10,High income: nonOECD,Europe & Central Asia,17098250
2511,Russia,,6/23/04,7/21/04,29,0,700,,Heavy Rain,,,large,157042.18,6.658414313,134.049,67.4199,1860598,10,High income: nonOECD,Europe & Central Asia,17098250
2510,Nicaragua,,6/24/04,7/20/04,27,25,18000,11200000,Heavy Rain,,,large,26962.05,5.862116674,-84.8927,13.1133,11806,135,Lower middle income,Latin America & Caribbean,130370
2509,Nigeria,,6/22/04,6/25/04,4,0,300,,Heavy Rain,,,large,8716.04,4.542379206,9.72517,12.4118,568508,22,Lower middle income,Sub-Saharan Africa,923770
2508,China,,6/20/04,6/25/04,6,27,168000,360000000,Heavy Rain,,,large,92247.56,5.743106138,111.683,28.0894,10354832,2,Upper middle income,East Asia & Pacific,9562911
2507,India,Bangladesh,6/20/04,10/7/04,110,3000,40000000,,Monsoon,,,extreme,1162598.06,8.407852275,85.8918,25.4989,2048517,9,Lower middle income,South Asia,3287260
2506,Slovakia,,6/19/04,6/20/04,2,0,0,,Heavy Rain,,,extreme,750.023,3.477134573,18.0672,48.9058,,,,,
2505,Thailand,,6/4/04,6/21/04,18,1,4000,,Monsoon,,,large,62813.66,6.053326605,100.168,17.1066,404824,29,Upper middle income,East Asia & Pacific,513120
2504,Brazil,,6/17/04,6/18/04,2,7,3000,,Dam Failure,,,large,153.021,2.485781031,-35.5898,-7.04642,2346076,7,Upper middle income,Latin America & Caribbean,8515770
2503,Nigeria,,6/17/04,6/18/04,2,0,0,,Heavy Rain,,,large,337.173,2.828882786,3.48641,6.4901,568508,22,Lower middle income,Sub-Saharan Africa,923770
2502,China,,6/14/04,6/16/04,3,2,0,,Heavy Rain,,,large,47477.59,5.15360992,106.151,27.1983,10354832,2,Upper middle income,East Asia & Pacific,9562911
2501,Romania,,6/13/04,6/15/04,3,1,0,,Heavy Rain,,,large,26644.5,4.90272883,27.0369,46.7407,199044,54,Upper middle income,Europe & Central Asia,238390
2500,Russia,,6/12/04,6/23/04,12,0,500,,Heavy Rain,Snow/Ice Melt,,large,136392.44,6.213971545,112.632,59.1447,1860598,10,High income: nonOECD,Europe & Central Asia,17098250
2499,Mexico,,6/12/04,6/15/04,4,1,350,3600000,Heavy Rain,,,large,420.299,3.225618348,-86.8897,20.4286,1294690,15,Upper middle income,Latin America & Caribbean,1964380
2498,United States,,6/10/04,6/21/04,12,0,500,9000000,Heavy Rain,,,extreme,28979.14,5.842296735,-88.7195,43.4752,17419000,1,High income: OECD,North America,9831510
2497,Georgia,,6/9/04,6/12/04,4,0,0,3000000,Heavy Rain,,,extreme,45909.97,5.564996996,42.4108,42.3494,16530,117,Lower middle income,Europe & Central Asia,69700
2496,India,,6/9/04,6/11/04,3,45,1000,,Monsoon,,,large,8999.41,4.431335293,75.4747,12.1226,2048517,9,Lower middle income,South Asia,3287260
2495,Venezuela,,6/8/04,10/1/04,116,0,2500,,Heavy Rain,,,large,90256.29,7.019935467,-67.7953,7.22966,381286,31,High income: nonOECD,Latin America & Caribbean,912050
2494,United States,,6/5/04,6/10/04,6,0,200,,Heavy Rain,,,large,114505.27,5.836976726,-97.291,31.0405,17419000,1,High income: OECD,North America,9831510
2493,China,,6/5/04,6/6/04,2,3,0,,Heavy Rain,,,large,9845.03,4.29424704,106.888,25.9751,10354832,2,Upper middle income,East Asia & Pacific,9562911
2492,Macedonia,,6/4/04,6/7/04,4,0,2400,3600000,Heavy Rain,,,large,14374.15,4.759642164,21.2685,42.0117,11324,137,Upper middle income,Europe & Central Asia,25710
